uid,log_type,is_malicious,tactic,technique_id,technique_name,incident_id,priority
CwVDjWMYwhq5AG9u,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CimbvKnWWqMQKJCt,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwuHuB5YRPG1Njc7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMArlcxFgCTfEfvi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmaPFlpJ3g4qfrlQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6byOl915NAAe6TB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ca96CHvYNDjSrO2k,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1lc8LC9HYA8WFQy,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5tpvfJ9jrgDiTot,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBF7HRfch8JUyehF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgxdwcLVFgBFTPUk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ce0k2bs8zcR7W6gq,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5DgeLfwO0dBxJR2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CQC5JJeYppeXNt9M,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cmo82QdzJFYZQnsG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cc14cqLPdYWbZaHi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CT2PbkycDTzr7dDm,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CiGTVX8QVOIZVdWS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVGxRm877IhsVeEN,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cjej7iCLwslXygD9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNNE0LQJbH6sn876,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C2az2yjenAbb6Gem,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0OdJkUuQuvj1mns,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcWyJC7bTD4Dp6on,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwtRJdnnlRp7Sb0y,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CzZNLB7V3xrYuzMb,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CIqbITHpuJwvHH1O,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CjA6zDnX4iGUUwbI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CswB0AHyBdcWeItE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CfJ4rQrxct3qp326,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0MDVvreQjefDxQl,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ct73xfu6Qlb3CzwB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6tVDqIe45Wr8n0W,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C94xQKtZsl8jOH9Y,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnmlmBDTG5aKA1sx,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
ClanlNOyVqr46k4S,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CJRqLTXpT1FwfWCJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CUKyFqleWisANw1J,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ckf2K41b7SSgZgZk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAnRXjvTjramgorX,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CpISz7fG9xg5TR2O,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cq6dJmVi1o8gZLMH,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CJc1QRvib50kbTAH,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CEQDwpxKmJyON1sI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CynruKWMAhzPhlqQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6WHKAsvRD2ELRf4,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CoU5sipvORcDbVcR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWW9W4oUOuwVYN8N,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C0x1zbirsl6DBvB6,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CtedLx93FrFF3OUC,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C2nGXafG85IK4dxu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C19W0VD15Wqk2mOu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CU3SouDoCpaBncaY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWTZOHR1EJiJj9Ic,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGkeqrdMhNqW1RSD,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwAAJXwq6RBxCjE5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9Ywr0p3F1lX8xg4,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3NANtfqwGh9lpUr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cjx3JTeLPbmfPpNM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CDAr0gnXxd1MAJeg,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CM6lYtTtxbaOug5F,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeFMR0cbdWGo3s2U,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLJjnKqmjAqNT5X1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C14gaWewVboscgTF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CD24eQVPl67HVbIM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CxZEMsybgNdZSMDw,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8reSO3GSoHSGUiP,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4Cplf84YHbOaeFW,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6gQ8sw8WbYm6nrG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNaJS7y07ecZlwOe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CxCw3layHMnJnS1l,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CKZEg6jnEpmt6bM6,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Clq17fTXBQoP8y4T,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CbERybtxGIi6BmSX,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CR7sECLDBiI9e8Vf,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgJf14XZONKhVi6o,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMRCzb3ZVrUASzaZ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXhMhWPgbbydRITK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
COBy3bUuZtxOWXSD,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBkDbgYTh9C0GvTt,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6UMxt78LQkduVf5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5TECPxhRh7NOHoT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CEBmDW6uHtkNSO9P,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C22zxneRwjhJSFAh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSbzswufsAJjjUO5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZk9byVUardu0Tap,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNefhxbZm6HeSJ3s,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CivoUnWCi5l1zvjs,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C92RZ4lyx3Cm50xa,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYSSUdGV3cDItuu2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1rdvYTH1yoYAoIV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgKvTLByqAQKUQFH,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMnaaKtKghp343Ly,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSIHsz8OpuIAt1yM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrCSW4SrKw50WvJ0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFkAzgNXczvAmNN8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CueWyJpOuePdeqyi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CvZGYQSWmcORyEMh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwFGxhGgQo52GkeJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTY1flFxO5ggA7Ms,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMEvy8hSOyAdNcxa,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHMeEqexZ6U2phJ5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CkohFhlGYUH6l4k8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
COTqaOUcBkd3Zdxl,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CINyoYutDhaWu6IS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLqTChL2YurBNOxU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CORGYOqyl08fOrVE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CsZeaQtX33KQ9bfi,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9rT2JKqebI8uxrC,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CuuOQ62Ssj1tHIoC,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CRPntWTJemHA89SF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CThQAIfe0W5p0SaV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYFqQa5E0z3Q68KK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C2L8GmglVizirilh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9UL4b7SlpJBVllT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3VbYMXz2cuYpJv3,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CXpL2UHZLx7yYnHK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CI5WNCs1qXFlzTur,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C60H1oxlZ6YOe15q,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CbvmRBWCgTQ9oZxq,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CigKOZMWTfKuxAlE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CG2zJ0T5PNm5NP1F,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5kXJJgCCNn29g8L,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSWetsRCcWiUuImv,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYIma7AYkV2XisSr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cd8jDXoPW0TsMRez,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGDjhXHDEiPlQwQs,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGpxsdC3WoioLlIL,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSrzSM2my1TlPVZF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CIzEL8KPBZ09GJCT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CjdqethDtL8us9ig,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMqdriu19IWS71Kk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CHYbmWolBaOU8F3O,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CoI61Z4uDnhtTNw7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CdoLf1H3TVMPoIzz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CwS6xIqeXmdlHgIj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLUY7G9nH88gq9ic,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4AhmpdILCBkuotR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CokDgcAjsZSZuIyx,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cax2e997XyCD83Re,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CeEqC9qzkilpIi3E,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CTJRjFRfEpLYt4b8,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrPi1EX3sFZKpAux,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cjl7zPDFzYSXLEha,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9bApWaaVMRjukS7,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C7yMdQmFLghbgvM1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CUNbSLCVgbinzEe0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CONMTRsmfGYsYzPo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C4qxIHj3IzztmlhV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmuZL0DuaT73wE5P,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Crmf7fKrLrulNRHM,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C57phXhQxneNobYP,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1fCdlIKfUoARHdY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcRFFLi2OmL8WKdd,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGZbVdcPIMbFpS5E,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9WNmru5hwgBnZfE,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CyeLrDF4EvoPeIJr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8WhGGD9SqHX9wNQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CRRpJJ7fw0yMhmci,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3jEEuZGVOgn7u1o,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSKUej2DrwvLCKq9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cr0Qkk14BgsnTTUp,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C20Ngm9lDFQcPKyA,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CP4LmxqPw8HDa7Wy,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CS6LSkC5wCLzwgBe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CJQDSRvEALRUCPeV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CnkJMG3O2PHMicu5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBCjOXwCR9NAtrWl,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CSjmekxnGxIArtMo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CyB3QMnPA15K1pDf,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcfDKlvXphSeh5xz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CyWTRuXZEdz6HiGe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CcnFzCVMkq0h1n3A,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMWFkcRpk9GovAqS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CilmU4rK36dYDhv0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrCW0BnEwq97TdkS,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1MyMYFHe6MXuL69,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWdd1BaLEGyzhnfL,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9SGqDcAoIJgMg5c,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ch8SKg658WpNpcQr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CAeivXK8lnI47ac0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C31peYrDULWE5moG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8kdyN6WCwLvNlyI,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cqi6U9CRUccwvNib,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYrb0buRIFOJDm0S,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1Tr1uajdnlvqNrF,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CMfsn5LZIS3w2MM6,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CloSNEkiG54AusmB,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CzaBdFQdgXrPmT7p,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Co4G5bv588Ib824v,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CdecY1fquX2yavbJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
ClX1anhkJAfHYDIV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C5ogxamQJAmy5cnk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgMaMTpTQG8wvUzA,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CT5NQjYGyqgLnnH9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6502XE4Vg1F1qjK,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CS1aOpwX4BAdNXZ1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZs0brHBK3xuD9cY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CH1rVEYRzut0DEzG,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ct4b8EunFfJWeyPo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CR9ygoHjf6MUEVi2,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3g1YjP7hG7Vx8MN,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6vubHEcLamBQ3rX,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVGODl7yafROL5ET,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFinzCQt0SsrDKYe,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CUDs3vBRAGi372OL,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmbEDVE0HTnLhsYV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CZgEDou3CEc1tXZu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgOdZIcEGSgAA1fN,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgNywePoAPtx6atc,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CDnMldGjMn1QYGh1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CdT2sbBUOLm5Kn1A,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CkZ1girKNwm8UxyV,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLJ3INTDmQUS6Xpu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGKspOhv7LcQr8Vo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CyG8nqjCwAoVCLED,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CFdMUoSX7eOrIhE1,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CNd7ElXylpBFNnZz,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8F4HchtIcVggDHf,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cqi5hkebIZVbQHMC,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVESWH6sUM3UNKdr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CgKSZYRZ4ePBUv5f,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CqPhDsPR2Us0tqxp,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Ci2mthz3dWNgY3vJ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CrpZaUperkrvC9Nk,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CVIwtTs6UeemN2HQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CmwPpUR1l3IwwMPr,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CJ5nPruqQIqSukwQ,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBD7GiBquRiN2yn9,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C6Ixs0LubnTzJzFY,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
COR3OZIaM5nlWVGh,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Co4azsarUPdHTP4H,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CLmiwvhJCWQneFSU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C1olyNMRNQsciVsD,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CtUKsbdj73AYSWW5,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYdxgy9gw3dwl0d0,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CKn7ydsCv4EjYEbu,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CdK6gAm1Z2xEcG0V,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C8wqCGpsZtumvhPT,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CslgIGeGN0IRokhl,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cg45MGesQKrWuFnR,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
Cpf5Z1ZfEZffYaEj,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C9SyKnl1Axucscsb,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CCHRVjfHNlRFUeKo,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CYSvM91kfuWYWPbU,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
C3gd5vXadksgRyi6,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CWdvUmJcNuC8tq6E,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CT61zSMQk7sW3j2b,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CGPuz9tbGLDkMNyP,conn,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CBdfIqFUBr5pNvHJ,notice,True,Discovery,T1046,Network Service Scanning,INC-001,MEDIUM
CY4cQPiQk3YN9fFC,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CGmxaDX9g81AsqhQ,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CnGac72QfL41SnlJ,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CvhwgAUB52zTD26F,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CeEvvHdiQ2aNhtMT,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C9obgHNUkONEnO41,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CEOpNI6jdwyLGaac,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
Ctp9GYV1PLbaRP5b,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C1iD9z850KeNYDX9,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CQwca79isJS8jhuD,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
Ckf0J7ELkpOH3Pkm,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CZkg5MsOYpSTuEc9,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C9ENQ522WJzrl9oA,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CySp6IHGiQlsMnQe,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C40FaRAvnQtiaAE2,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C4hzkJHT3x13NPGw,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C2ZmJ518y2BtU5x1,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CyQwG21NycSxOBLU,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C17RnY8h6H8L7QGa,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CtTlfXjPrA5hsupW,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CEpUT0sSTZYSHa6p,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
C3mShARajocbNd3x,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CKFfnUyupNMBPd0E,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
CZnMrePoAuvGaK7g,ssh,True,Credential Access,T1110,Brute Force,INC-002,HIGH
